Review_Text,Sentiment,Place_Name,Google_Rating
"Kirish joyida navbat bor edi va biz ro'yxatdan o'tgandan so'ng, o'rindiq ochilishini taxminan 10 daqiqa kutishimiz kerak bo'ldi. Xizmat yaxshi edi, ofitsiantlar do'stona edilar. Ovqat yomon emas edi. Salbiy tomoni shundaki, ovqat xonasida juda shovqinli edi. Ular baland musiqa chalishardi, tug'ilgan kunlarni nishonlashganda esa chiroqlar o'chirilgan va qo'shiq juda baland edi. Bu juda yoqimsiz edi, chunki biz bu yerga ovqatlanish va suhbatlashish uchun kelgan edik.


Eng yomoni, shuning uchun men unga past baho berdim, har bir mijozga FAQAT BITTA HO'L salfetka beriladi va faqat siz so'rasangiz. Ular sizga ikkinchi salfetka berishmadi, ruxsat berilmasligini aytishdi. Biz: ""Xo'sh, baribir salfetka narxini hisob-kitobga qo'shib bo'lmaydi"", dedik. Eslatib o'taman, bu joyda qo'l bilan yeyiladigan tovuq tabakasi beriladi.


Kim bunday ahmoqona qoidalarni o'ylab topdi?!


Men bu joyni oddiy, madaniyatli odamlarga tavsiya qilmayman.",2,Axmad Oltin Jo’ja Sergeli,2
"Toshkentdagi tashrif buyurishga arziydigan restoranlardan biri. Go'sht juda mazali; kofta, qo'y go'shti va mol go'shti ajoyib darajada mazali. Xizmat tez. Yagona kichik to'siq - bu til to'sig'i, lekin ovqatlanishni boshlaganingizdan so'ng, muloqotdagi qiyinchiliklarni unutasiz. Fors ko'rfazi arabi sifatida men narxlarni o'rinli deb topdim.",5,Axmad Oltin Jo’ja Sergeli,5
"Ajoyib xizmat, mazali taomlar, e'tiborli xodimlar, katta porsiyalar bilan ajoyib restoran, menga hamma narsa juda yoqdi",5,Axmad Oltin Jo’ja Sergeli,5
"Biz ularning markaziy ofisiga qo'ng'iroq qilib, yetti kishilik o'rindiqlarni tekshirdik. Sergeli shoxobchasidan bizga qo‘ng‘iroq qilamiz, deb uzoq vaqt javob berishdi, ammo oradan 45 daqiqa o‘tdi, demak, unutib qo‘yishsa kerak. Yunusoboddan haydadik. Avtoturargoh yo‘q. Ular tushuntirganidek, biz oshpazning mashinasi turgan qo‘shni uchastkaga to‘xtab, ularning yoniga to‘xtadik. Albatta, butun kun uchun emas. Ogohlantirmasdan, ular bizning mashinamiz atrofida bir nechta metall burchaklarni joylashtirdilar. Garchi xodimlar kechki ovqat uchun ichkarida ekanligimizni bilishsa ham. Bularning barchasi printsipial ravishda amalga oshirildi. Ular bizni ogohlantirishlari mumkin edi. Lekin siz juda do'stonasiz. Ketish mumkin emas edi. Chiqish uchun barcha burchaklarni qayta tartibga solish kerak edi. Biz buyurgan salat yong'oqsiz, anor va makkajo'xori bilan xizmat qilganini deyarli unutib qo'ydim. Men ismni unutibman. Ofitsiantning ta'kidlashicha, ular har doim shunday xizmat qilishadi. Bu shunday. Men bu yerga boshqa qadam bosmayman.",1,Axmad Oltin Jo’ja Sergeli,1
"Ahmad Oltin Jo‘ja — Toshkentdagi eng mazali tovuq taomlarini taklif qiladigan joylardan biri. 🍗✨
Bu yerga kirganingiz zahoti yoqimli muhit va xushmuomala xizmat e’tiborni tortadi. Tovuq go‘shti nihoyatda yumshoq, shirali va o‘ziga xos ziravorlar bilan juda mazali tayyorlanadi. Ayniqsa, oltinrang qovurilgan jo‘jalari haqiqiy lazzat ixlosmandlari uchun a’lo tanlov.
Portsiya to‘yimli, narxlar esa sifatga nisbatan juda maqbul. Tozalik, tezkor servis va doimiy bir xil yuqori sifat — bu restoraning katta ustunligi.
Xulosa qilib aytganda, oilaviy ovqatlanish, do‘stlar bilan uchrashuv yoki tez va mazali taom xohlaganlar uchun Ahmad Oltin Jo‘ja juda to‘g‘ri tanlov. Albatta yana kelaman va boshqalarga ham tavsiya qilaman",5,Ahmad Oltin Jo’ja,5
Sergeli tumanida joylashgan filial umuman yomon ishlidi 2 dona somsani 50 daqiqada olib kelishdi.  Algoritmdagi  Axmad oltin jojadan joja zakaz qildim yonida beriladigan tomatniy sous aynib sasib yotibdi. Yaponskiy salatdan xid kelib goshtlari sasib ketgan.Issiq kunda umuman standartlarga togri kemidi.,2,Ahmad Oltin Jo’ja,2
Sifat yaxshi faqat juda sekin ishlaydi 300 gram jojani 30 minutda pishirib olib keladi. Bu juda uziq vaqt yarim soat 300 gram jojani kutib o’tirish kerak. Shu sababli ugalok tovuqni tavsiya etaman.,2,Ahmad Oltin Jo’ja,2
"Ovqatlari svejiy yoqdi, zal xam chiroyli, faqat odam ko’pligidan joy kutib qolyapmiz. Yangi hayot tumanida xam ochilsa yaxshi bo’lar edi ofitsiant Jaxongirga xam katta tashakkurlar etamiz, juda yaxshi xizmat qildi.",5,Ahmad Oltin Jo’ja,5
"Judayam judayam zor joy vashshe mazza qildik , afitsantlaga 1000000 baho narxlariyam narmalni ovqatlari mahsulotlarini tariflashga til ojiz",5,Ahmad Oltin Jo’ja,5
"Biz Xalol yaxsi Joy dip Dip yaxsi korip  kopçilikga tavsiya qilip borardik ALGARITIMDEGI FILYALDAN MAMNUNDIK SERGILIDEGI FILYAL SALAT IÇIDAN UZUN NARAŞIROVKA KIPRIK ÇIQTI IŞTAXANI BUZDI ZAL BOŞQARUVÇI UZURUNI SORAP KETI XOLOS, MAN BUNAQA ZAMONAVIY RESTARANLADAN ZAMONAVIY DAVRANIŞ KUTGANDIM KUTGANIMDEK SALATNITSA KELIP UZURINI SORAŞKEREGIDI MAQSADIMIZ BIZDAN KEYINGI INSONLAGAYAM QOGAN KIPRIKLARINI TUŞURMASIN XOLARDIK. OŞXONADA KEREGSIZ NARSA DIP OYLIMAN. TIRNOQ NARAŞKA KIPRIKLA👎",2,Ahmad Oltin Jo’ja,2
Кайтиб кирмидиган болдим олдин яхши еди хозир айнибди. Офитсиантлани муомилласи йук 0. Овкатини еб кормадим чунки кемади. Ессиз шундо жой,1,Ahmad Oltin Jo’ja,1
Ovqatlari rosayam mazali va xizmat ko'rsatish sifati a‘lo darajada,5,Ahmad Oltin Jo’ja,5
"Man shunaqangi xayron qoldim bugun semeyniy borgandik norm kutib olishdi ovqat xilmaxil salat zakas qilgandik man immenoy shu menyusidagi ojidaniya bluda deganiga qaradim xammasini ukazat qilinga nechi minutda keltirishlarini lekin afsuski bitta qaynab turgan obichniy shorvani 1soatda keltirishdi shashlikni yarmisi bor yarmisini essa yodidan chiqarishgan qayta qayta ofitsiantni chaqirib charchadim daje menndjeri umuman etibor qilmaydi uni chaqirsak u qayerdaki boshqa afitsiantni uzatdi u afitsiantxam qopol qilib xozir boladi deydi ketdi shu bn bizadan kech kelganlar ovqatini yeb uje ketishdi biz xaligacha ovqat kutish bn ovora vapshe ujasniy situatsiya i iam pul tolab chiqaykon joyimiz yoq obslujivaniyasiga kotta protsesnt olishadi mayli unisi bn ishim yoq lekin shunga yarasha xizmat bolishi kk yosh bolalani qorni ochganidan oxiri o’zim turib bordim
Menenjerini yoniga borsam oxirida keltirishdi keyin ovqatlani . Oldinlari borardik uncha etibor qilmasdik xotya yaxshi edi ovqatlari uchun lekin qaytib borkaslika xarakat qilaman chunki uyerda servis ovslujivaniye vapshe 0! Yosh bolamiz bo’lmasa ketgan bolardik lekin bolala uchun o’tirdik majbur agar asabilani buzilishini xar yarim soatda afitsiantni qidirib yo’liga termulib otirishni xoxlamasalariz bormaganlariz maqul!",1,Ahmad Oltin Jo’ja,1
Atmosfera bilan servis juda yaxshi. Tovuq hamma maqtashganchalik emas. Juda tuzi ko’p edi. Nihol jo’jalarini yegan odamga yoqmasligi aniq,4,Ahmad Oltin Jo’ja,4
Alo zor menga yoqdi,5,Zarhal,5
Men asosan supermarketdan foydalanaman xizmat koʻrsatilishi maxsulotlar sifati yaxshi darajada. Ishchilariga gap yoʻq.,5,Zarhal,5
Menga va oilamga yaqinlarimga  omadimizni tark etmasligini ollohdan surayman.shu qatorda menga dust bulganlarga ham🤲 …,5,Zarhal,5
"korinishi chiroyli, oziga yarasha did bilan bezatilgan🥰 …",4,Zarhal,4
To'y va marosimlar uchun keng va shinam joy,5,Zarhal,5
Zor toyxona i supermarketiyam yahshi arzon,5,Zarhal,5
yotibman dam olib bir tog'a bilan,5,Zarhal,5
Ajoyib joy. Tuy uchun zur.,5,Zarhal,5
Kereli narsala bor yaxshi joy,3,Zarhal,3
Zor magazin faqat judda qimmat,5,Zarhal,5
Kimga qanaqa nu yaxw,5,Zarhal,5
Judayam zor joy,5,Zarhal,5
Zamonaviy chiroyli joy,5,Zarhal,5
"Nahor osh, Amru Maruf. O'zbek an'analarida bu to'ydan bir kun oldin juda erta tongda o'tkaziladigan marosim bo'lib, unda faqat erkaklar qatnashadi. Bu asosan to'y ziyofati. Guruch asosiy taom sifatida tortiladi, unga jonli musiqa, madhiyalar va diniy she'rlar jo'r bo'ladi. Tovoqda tortilgan barcha guruchni tugatish mezbonga hurmat belgisidir.",5,Zarhal,5
"To'yxona (restoran), bolalar uchun o'yin maydonchasi (Kidsland + Chopar pizza) juda yaxshi. Supermarket unchalik yaxshi emas. Assortiment katta, lekin mahsulotlar narxidan qoniqmayapman.",5,Zarhal,5
"Restoran juda yaxshi. Ammo karantin davrida supermarket, ayniqsa, mahsulot ishlab chiqarish bo'limining tungi ish joyiga aylandi. Men xodimlarni yomon deb aytmagan bo'lardim; ba'zilari juda muloyim. Mahsulotlar bo'limi sotuvchilari madaniyatsiz va qo'pol. Meva va sabzavotlaringiz saralanmagan.
Men menejerga qo'ng'iroq qildim va u yaxshi sotuvchi ayollarni topishda qiynalayotganini aytdi. Qanday menejer!",1,Zarhal,1
Men restoranga bormaganman,5,Zarhal,5
"Siz aytayotgan Zarhal haqida aniq bilmayman, lekin algoritmdagi Zarhal - bu ajoyib xizmat ko'rsatadigan ideal majmua! Unda hamma narsa bor: chiroyli banket zali, ajoyib supermarket, ota-onalar uchun mini-kofe do'koni bo'lgan bolalar maydonchasi, dorixona, panjara qilingan tovuq va ular qaysi o'quv kurslarini taklif qilganini eslay olmayman. Shuningdek, sport zali ham bor edi, lekin hozirda u ta'mirlanmoqda. Umuman olganda, Zarhal Shveytsariya armiyasining pichog'iga o'xshaydi, barchasi bir joyda va sifatli!",5,Zarhal,5
"Hammasi juda ajoyib, bu joy gavjum va mashhur, bu yerdagi taom juda mazali",5,Zarhal,5
"Zarhal supermarketida ko‘pincha chirigan tovuq sotiladi. Biz juda xafamiz. Bu shuni anglatadiki, do'kon menejeri buni rag'batlantiradi.",1,Zarhal,1
"O'yin maydonchasi yaxshi. Biroq, arzon narx tufayli, u yerda xuddi ippodromdagidek ko'p odam bor.",5,Zarhal,5
"Zo'r do'kon, lekin bir kichik kamchilik bor: shoshilinch soatlarda to'xtash joylari etarli emas.",4,Zarhal,4
"To'y marosimlari va shunga o'xshash tadbirlar uchun ajoyib joy, yaqin atrofda esa turli xil mahsulotlarga ega supermarket va bolalar o'yin-kulgisi uchun ""KidsLand"" joylashgan.",5,Zarhal,5
Zal juda chiroyli. Menga yoqdi. Taomi juda mazali.,5,Zarhal,5
Maxsus tadbirlar uchun yaxshi joy,4,Zarhal,4
"Ajoyib supermarket, arzon narxlar, yuqori darajadagi xizmat)))",5,Zarhal,5
Ajoyib restoran,5,Zarhal,5
Juda yoqimli va keng joy. Chiroyli interyer!,5,Zarhal,5
Mahsulotlar har doim ham yangi emas. Ular ko'pincha muddati o'tgan bo'ladi.,3,Zarhal,3
Juda yaxshi restoran. Xizmat ko'rsatish darajasi 4 ta.,4,Zarhal,4
"Agar sizga davolangan bo'lsa, ajoyib joy)",5,Zarhal,5
Dizaynning go'zalligi uchun pul to'lashingiz kerak,3,Zarhal,3
Super eng yaxshi restoran,5,Zarhal,5
Narxlar juda qimmat. Xizmat har doim ham xushmuomalalik bilan emas.,3,Zarhal,3
Ajoyib to'y restorani,5,Zarhal,5
Chiroyli joy va restoranning o'zi,5,Zarhal,5
Har qanday did uchun mahsulotlar,4,Zarhal,4
Hech qanday maxsus narsa yo'q: hamma narsa odatdagidek ))),4,Zarhal,4
Chiroyli toza joy,4,Zarhal,4
asaka dalne moment kanaka,5,Zarhal,5
Juda yaxshi joy,5,Zarhal,5
Molatchi .momilaga,5,Zarhal,5
Sovuq pishirilgan mahsulotlar,5,Zarhal,5
Ajoyib muassasa.,5,Zarhal,5
"yaxshi joy, tavsiya qilaman",5,Zarhal,5
Atmosfera ajoyib 👍,5,Zarhal,5
G'ayritabiiy rasm,4,Zarhal,4
Algoritm durdonasi,5,Zarhal,5
Tavsiya etilgan taomlar,5,Zarhal,5
Ichkarida ovqatlanish,4,Zarhal,4
ZARHAL PLAZA zur salon ekan narhlar zur sifat zur biza singlimga kuyne oldik alisher aka sizga rahmat oqivotgan buseyiz yahshi skidka qiberganiz uchun ✊✊,5,Zarhal Plaza,5
Assalomalekum kiyib kòrish necha pul,1,Zarhal Plaza,1
"Ajoyib salon, ularda eng chiroyli va zamonaviy to'y liboslari bor 😍 …",5,Zarhal Plaza,5
